Passport_Record_ID,Project,Year_Quarter_Month_Week_ID,Month_Key,BOQ,BOQ_Name,IWP_ID_EXPORT,System_Label,Unit of Measure,Unit_Price,Plan_Qty_Month,Plan_PV_WorkValue_auto,Plan_Work_Start_Date,Plan_Work_Finish_Date,Facility_Building.,crew,Construction_Discipline.,Budget_Status
MP-April-2026-BOQ 2041-02-01-13  –  Термометр в оправе прямой или угловой-16160-17 -БОВ-1-17-О-39 • Титул 16160-17 • Отопление-АСИ-8,PRJ_001_БХК,2026-Q2-04-W15,April-2026,2041-02-01-13,Термометр в оправе прямой или угловой,БОВ-1-17-О-39,Ветка №2,шт. / pcs,"₽3389,00","6,000","₽   20334,00",10 Апреля 2026 г.,10 Апреля 2026 г.,16160-17 ,АСИ-8,Отопление ,Approved - Утверждено
MP-April-2026-BOQ 2041-02-04-01  –  Радиаторы-16160-17 -БОВ-1-17-О-39 • Титул 16160-17 • Отопление-АСИ-8,PRJ_001_БХК,2026-Q2-04-W15,April-2026,2041-02-04-01,Радиаторы,БОВ-1-17-О-39,Ветка №2,шт. / pcs,"₽2471,30","6,000","₽   14827,80",10 Апреля 2026 г.,10 Апреля 2026 г.,16160-17 ,АСИ-8,Отопление ,Approved - Утверждено
"MP-April-2026-BOQ ""1470-01-04-01.О  –  Трубы из углеродистой стали, до Ду 32, включая все фитинги""-16160-17 -БОВ-1-17-О-40 • Титул 16160-17 • Отопление-АСИ-8",PRJ_001_БХК,2026-Q2-04-W15,April-2026,1470-01-04-01.О,"Трубы из углеродистой стали, до Ду 32, включая все фитинги",БОВ-1-17-О-40,Ветка №3,м / m,"₽2776,04","86,000","₽   238739,44",11 Апреля 2026 г.,19 Апреля 2026 г.,16160-17 ,АСИ-8,Отопление ,Approved - Утверждено
MP-April-2026-BOQ 1470-03-02-01.О  –  Монтаж ЗРА DN 15 (металл)-16160-17 -БОВ-1-17-О-40 • Титул 16160-17 • Отопление-АСИ-8,PRJ_001_БХК,2026-Q2-04-W16,April-2026,1470-03-02-01.О,Монтаж ЗРА DN 15 (металл),БОВ-1-17-О-40,Ветка №3,шт. / pcs,"₽3168,72","14,000","₽   44362,08",19 Апреля 2026 г.,19 Апреля 2026 г.,16160-17 ,АСИ-8,Отопление ,Approved - Утверждено
MP-April-2026-BOQ 2041-02-01-13  –  Термометр в оправе прямой или угловой-16160-17 -БОВ-1-17-О-40 • Титул 16160-17 • Отопление-АСИ-8,PRJ_001_БХК,2026-Q2-04-W16,April-2026,2041-02-01-13,Термометр в оправе прямой или угловой,БОВ-1-17-О-40,Ветка №3,шт. / pcs,"₽3389,00","5,000","₽   16945,00",19 Апреля 2026 г.,19 Апреля 2026 г.,16160-17 ,АСИ-8,Отопление ,Approved - Утверждено
MP-April-2026-BOQ 2041-02-04-01  –  Радиаторы-16160-17 -БОВ-1-17-О-40 • Титул 16160-17 • Отопление-АСИ-8,PRJ_001_БХК,2026-Q2-04-W16,April-2026,2041-02-04-01,Радиаторы,БОВ-1-17-О-40,Ветка №3,шт. / pcs,"₽2471,30","5,000","₽   12356,50",19 Апреля 2026 г.,19 Апреля 2026 г.,16160-17 ,АСИ-8,Отопление ,Approved - Утверждено
"MP-April-2026-BOQ ""1470-01-04-01.ТС  –  Трубы из углеродистой стали, до Ду 32, включая все фитинги""-16160-17 -БОВ-1-17-Т-48 • Титул 16160-17 • Теплоснабжение-АСИ-9",PRJ_001_БХК,2026-Q2-04-W14,April-2026,1470-01-04-01.ТС,"Трубы из углеродистой стали, до Ду 32, включая все фитинги",БОВ-1-17-Т-48,"AHU-004, 005",м / m,"₽2776,04","35,000","₽   97161,40",1 Апреля 2026 г.,8 Апреля 2026 г.,16160-17 ,АСИ-9,Теплоснабжение,Approved - Утверждено
MP-April-2026-BOQ 1470-03-02-04  –  Монтаж ЗРА DN 32 (металл)-16160-17 -БОВ-1-17-Т-48 • Титул 16160-17 • Теплоснабжение-АСИ-9,PRJ_001_БХК,2026-Q2-04-W15,April-2026,1470-03-02-04,Монтаж ЗРА DN 32 (металл),БОВ-1-17-Т-48,"AHU-004, 005",шт. / pcs,"₽3600,00","4,000","₽   14400,00",8 Апреля 2026 г.,9 Апреля 2026 г.,16160-17 ,АСИ-9,Теплоснабжение,Approved - Утверждено
"MP-April-2026-BOQ ""1470-01-04-02.ТС  –  Трубы из углеродистой стали, до Ду 63, включая все фитинги""-16160-17 -БОВ-1-17-Т-49 • Титул 16160-17 • Теплоснабжение-АСИ-9",PRJ_001_БХК,2026-Q2-04-W15,April-2026,1470-01-04-02.ТС,"Трубы из углеродистой стали, до Ду 63, включая все фитинги",БОВ-1-17-Т-49,"AHU-001, 002",м / m,"₽5365,00","90,000","₽   482850,00",10 Апреля 2026 г.,14 Апреля 2026 г.,16160-17 ,АСИ-9,Теплоснабжение,Approved - Утверждено
"MP-April-2026-BOQ ""1470-01-04-02.ТС  –  Трубы из углеродистой стали, до Ду 63, включая все фитинги""-16160-17 -БОВ-1-17-Т-49 • Титул 16160-17 • Теплоснабжение-АСИ-9",PRJ_001_БХК,2026-Q2-04-W16,April-2026,1470-01-04-02.ТС,"Трубы из углеродистой стали, до Ду 63, включая все фитинги",БОВ-1-17-Т-49,"AHU-001, 002",м / m,"₽5365,00","5,200","₽   27898,00",15 Апреля 2026 г.,19 Апреля 2026 г.,16160-17 ,АСИ-9,Теплоснабжение,Approved - Утверждено
MP-April-2026-BOQ 1470-03-02-04  –  Монтаж ЗРА DN 32 (металл)-16160-17 -БОВ-1-17-Т-49 • Титул 16160-17 • Теплоснабжение-АСИ-9,PRJ_001_БХК,2026-Q2-04-W16,April-2026,1470-03-02-04,Монтаж ЗРА DN 32 (металл),БОВ-1-17-Т-49,"AHU-001, 002",шт. / pcs,"₽3600,00","4,000","₽   14400,00",19 Апреля 2026 г.,20 Апреля 2026 г.,16160-17 ,АСИ-9,Теплоснабжение,Approved - Утверждено
"MP-April-2026-BOQ ""1470-01-04-01.О  –  Трубы из углеродистой стали, до Ду 32, включая все фитинги""-16160-17 -БОВ-1-17-О-46 • Титул 16160-17 • Отопление-АСИ-5",PRJ_001_БХК,2026-Q2-04-W14,April-2026,1470-01-04-01.О,"Трубы из углеродистой стали, до Ду 32, включая все фитинги",БОВ-1-17-О-46,"WHM-003, WHM-004, - ИТП",м / m,"₽2776,04","25,000","₽   69401,00",5 Апреля 2026 г.,9 Апреля 2026 г.,16160-17 ,АСИ-5,Отопление ,Approved - Утверждено
"MP-April-2026-BOQ ""1470-01-04-02.О  –  Трубы из углеродистой стали, до Ду 63, включая все фитинги""-16160-17 -БОВ-1-17-О-46 • Титул 16160-17 • Отопление-АСИ-5",PRJ_001_БХК,2026-Q2-04-W15,April-2026,1470-01-04-02.О,"Трубы из углеродистой стали, до Ду 63, включая все фитинги",БОВ-1-17-О-46,"WHM-003, WHM-004, - ИТП",м / m,"₽5365,00","12,000","₽   64380,00",10 Апреля 2026 г.,15 Апреля 2026 г.,16160-17 ,АСИ-5,Отопление ,Approved - Утверждено
MP-April-2026-BOQ 1470-03-02-01.О  –  Монтаж ЗРА DN 15 (металл)-16160-17 -БОВ-1-17-О-46 • Титул 16160-17 • Отопление-АСИ-5,PRJ_001_БХК,2026-Q2-04-W16,April-2026,1470-03-02-01.О,Монтаж ЗРА DN 15 (металл),БОВ-1-17-О-46,"WHM-003, WHM-004, - ИТП",шт. / pcs,"₽3168,72","20,000","₽   63374,40",15 Апреля 2026 г.,15 Апреля 2026 г.,16160-17 ,АСИ-5,Отопление ,Approved - Утверждено
MP-April-2026-BOQ 1470-03-02-02  –  Монтаж ЗРА DN 20 (металл)-16160-17 -БОВ-1-17-О-46 • Титул 16160-17 • Отопление-АСИ-5,PRJ_001_БХК,2026-Q2-04-W16,April-2026,1470-03-02-02,Монтаж ЗРА DN 20 (металл),БОВ-1-17-О-46,"WHM-003, WHM-004, - ИТП",шт. / pcs,"₽3395,06","5,000","₽   16975,30",15 Апреля 2026 г.,15 Апреля 2026 г.,16160-17 ,АСИ-5,Отопление ,Approved - Утверждено
MP-April-2026-BOQ 1470-03-02-03  –  Монтаж ЗРА DN 25 (металл)-16160-17 -БОВ-1-17-О-46 • Титул 16160-17 • Отопление-АСИ-5,PRJ_001_БХК,2026-Q2-04-W16,April-2026,1470-03-02-03,Монтаж ЗРА DN 25 (металл),БОВ-1-17-О-46,"WHM-003, WHM-004, - ИТП",шт. / pcs,"₽3395,06","3,000","₽   10185,18",15 Апреля 2026 г.,15 Апреля 2026 г.,16160-17 ,АСИ-5,Отопление ,Approved - Утверждено
MP-April-2026-BOQ 2041-02-05-05  –  Узлы регулирования - DN 40-16160-17 -БОВ-1-17-О-46 • Титул 16160-17 • Отопление-АСИ-5,PRJ_001_БХК,2026-Q2-04-W16,April-2026,2041-02-05-05,Узлы регулирования - DN 40,БОВ-1-17-О-46,"WHM-003, WHM-004, - ИТП",компл. / package,"₽13874,00","1,000","₽   13874,00",15 Апреля 2026 г.,20 Апреля 2026 г.,16160-17 ,АСИ-5,Отопление ,Approved - Утверждено
"MP-April-2026-BOQ 1800-01-02-01  –  Монтаж воздухозаборной трубы-16160-13 -""БОВ-1-13-В-28.1 • Титул 16160-13 • Вентиляция, КМ""-АСИ-11",PRJ_001_БХК,2026-Q2-04-W17,April-2026,1800-01-02-01,Монтаж воздухозаборной трубы,БОВ-1-13-В-28.1,"OE-001, OE-002 - Вентиляция,КМ",т / t,"₽116500,00","7,900","₽   920350,00",22 Апреля 2026 г.,30 Апреля 2026 г.,16160-13 ,АСИ-11,КМ ,Approved - Утверждено
"MP-April-2026-BOQ 1800-01-02-01  –  Монтаж воздухозаборной трубы-16160-17 -""БОВ-1-17-В-37 • Титул 16160-17 • Вентиляция, КМ""-АСИ-11",PRJ_001_БХК,2026-Q2-04-W17,April-2026,1800-01-02-01,Монтаж воздухозаборной трубы,БОВ-1-17-В-37,"OE-001, OE-002, OE-003 - Вентиляция,КМ",т / t,"₽116500,00","3,600","₽   419400,00",26 Апреля 2026 г.,30 Апреля 2026 г.,16160-17 ,АСИ-11,КМ ,Rejected - Отклонен
"MP-April-2026-BOQ ""1470-01-04-03  –  Трубы из углеродистой стали, до Ду 100, включая все фитинги""-16160-13 -БОВ-1-13-Т-35 • Титул 16160-13 • Теплоснабжение-АСИ-4",PRJ_001_БХК,2026-Q2-04-W14,April-2026,1470-01-04-03,"Трубы из углеродистой стали, до Ду 100, включая все фитинги",БОВ-1-13-Т-35,"AHU-003, 001",м / m,"₽8125,00","32,000","₽   260000,00",1 Апреля 2026 г.,4 Апреля 2026 г.,16160-13 ,АСИ-4,Теплоснабжение,Approved - Утверждено
MP-April-2026-BOQ 1500-02-01-04  –  Монтаж кабельной лестницы или лотка шириной от 500мм до 600мм-16160-13 -БОВ-1-13-А-53 • Титул 16160-13 • Автоматизация-АСИ-13,PRJ_001_БХК,2026-Q2-04-W15,April-2026,1500-02-01-04,Монтаж кабельной лестницы или лотка шириной от 500мм до 600мм,БОВ-1-13-А-53,"PLN-13-L1, PLN-13-L2, PLN-13-L3, PLN-13-L4, PLN-13-L5",м / m,"₽4400,00","58,000","₽   255200,00",10 Апреля 2026 г.,24 Апреля 2026 г.,16160-13 ,АСИ-13,Автоматизация,Approved - Утверждено
MP-April-2026-BOQ 1470-03-02-08  –  Монтаж ЗРА DN 80 (металл)-16160-13 -БОВ-1-13-Т-35 • Титул 16160-13 • Теплоснабжение-АСИ-4,PRJ_001_БХК,2026-Q2-04-W14,April-2026,1470-03-02-08,Монтаж ЗРА DN 80 (металл),БОВ-1-13-Т-35,"AHU-003, 001",шт. / pcs,"₽4990,00","4,000","₽   19960,00",1 Апреля 2026 г.,7 Апреля 2026 г.,16160-13 ,АСИ-4,Теплоснабжение,Approved - Утверждено
MP-April-2026-BOQ 1470-03-02-01.ТС  –  Монтаж ЗРА DN 15 (металл)-16160-13 -БОВ-1-13-Т-35 • Титул 16160-13 • Теплоснабжение-АСИ-4,PRJ_001_БХК,2026-Q2-04-W14,April-2026,1470-03-02-01.ТС,Монтаж ЗРА DN 15 (металл),БОВ-1-13-Т-35,"AHU-003, 001",шт. / pcs,"₽3168,72","4,000","₽   12674,88",1 Апреля 2026 г.,7 Апреля 2026 г.,16160-13 ,АСИ-4,Теплоснабжение,Approved - Утверждено
"MP-April-2026-BOQ ""1500-02-03-09  –  Монтаж перфорированного кабельного лотка шириной от 50 мм до
  100мм""-16160-13 -БОВ-1-13-А-53 • Титул 16160-13 • Автоматизация-АСИ-13",PRJ_001_БХК,2026-Q2-04-W15,April-2026,1500-02-03-09,"Монтаж перфорированного кабельного лотка шириной от 50 мм до
  100мм",БОВ-1-13-А-53,"PLN-13-L1, PLN-13-L2, PLN-13-L3, PLN-13-L4, PLN-13-L5",м / m,"₽2600,00","345,000","₽   897000,00",10 Апреля 2026 г.,24 Апреля 2026 г.,16160-13 ,АСИ-13,Автоматизация,Approved - Утверждено
"MP-April-2026-BOQ ""1500-02-03-10  –  Монтаж перфорированного кабельного лотка шириной от 150мм до
  250мм""-16160-13 -БОВ-1-13-А-53 • Титул 16160-13 • Автоматизация-АСИ-13",PRJ_001_БХК,2026-Q2-04-W15,April-2026,1500-02-03-10,"Монтаж перфорированного кабельного лотка шириной от 150мм до
  250мм",БОВ-1-13-А-53,"PLN-13-L1, PLN-13-L2, PLN-13-L3, PLN-13-L4, PLN-13-L5",м / m,"₽3949,61","305,000","₽   1204631,05",10 Апреля 2026 г.,24 Апреля 2026 г.,16160-13 ,АСИ-13,Автоматизация,Approved - Утверждено
"MP-April-2026-BOQ ""1500-02-03-11  –  Монтаж перфорированного кабельного лотка шириной от 300мм до
  450мм""-16160-13 -БОВ-1-13-А-53 • Титул 16160-13 • Автоматизация-АСИ-13",PRJ_001_БХК,2026-Q2-04-W15,April-2026,1500-02-03-11,"Монтаж перфорированного кабельного лотка шириной от 300мм до
  450мм",БОВ-1-13-А-53,"PLN-13-L1, PLN-13-L2, PLN-13-L3, PLN-13-L4, PLN-13-L5",м / m,"₽6000,00","120,000","₽   720000,00",10 Апреля 2026 г.,24 Апреля 2026 г.,16160-13 ,АСИ-13,Автоматизация,Approved - Утверждено
MP-April-2026-BOQ 1500-02-01-03  –  Монтаж кабельной лестницы или лотка шириной от 300мм до 400мм-16160-17 -БОВ-1-17-А-73 • Титул 16160-17 • Автоматизация-АСИ-15,PRJ_001_БХК,2026-Q2-04-W14,April-2026,1500-02-01-03,Монтаж кабельной лестницы или лотка шириной от 300мм до 400мм,БОВ-1-17-А-73,"PLN-17-L1, PLN-17-L2, PLN-17-L3, PLN-17-L4",м / m,"₽3197,00","32,000","₽   102304,00",5 Апреля 2026 г.,24 Апреля 2026 г.,16160-17 ,АСИ-15,Автоматизация,Approved - Утверждено
MP-April-2026-BOQ 1500-02-01-04  –  Монтаж кабельной лестницы или лотка шириной от 500мм до 600мм-16160-17 -БОВ-1-17-А-73 • Титул 16160-17 • Автоматизация-АСИ-15,PRJ_001_БХК,2026-Q2-04-W14,April-2026,1500-02-01-04,Монтаж кабельной лестницы или лотка шириной от 500мм до 600мм,БОВ-1-17-А-73,"PLN-17-L1, PLN-17-L2, PLN-17-L3, PLN-17-L4",м / m,"₽4400,00","207,000","₽   910800,00",5 Апреля 2026 г.,24 Апреля 2026 г.,16160-17 ,АСИ-15,Автоматизация,Approved - Утверждено
"MP-April-2026-BOQ ""1500-02-03-09  –  Монтаж перфорированного кабельного лотка шириной от 50 мм до
  100мм""-16160-17 -БОВ-1-17-А-73 • Титул 16160-17 • Автоматизация-АСИ-15",PRJ_001_БХК,2026-Q2-04-W14,April-2026,1500-02-03-09,"Монтаж перфорированного кабельного лотка шириной от 50 мм до
  100мм",БОВ-1-17-А-73,"PLN-17-L1, PLN-17-L2, PLN-17-L3, PLN-17-L4",м / m,"₽2600,00","774,000","₽   2012400,00",5 Апреля 2026 г.,24 Апреля 2026 г.,16160-17 ,АСИ-15,Автоматизация,Approved - Утверждено
"MP-April-2026-BOQ ""1500-02-03-10  –  Монтаж перфорированного кабельного лотка шириной от 150мм до
  250мм""-16160-17 -БОВ-1-17-А-73 • Титул 16160-17 • Автоматизация-АСИ-15",PRJ_001_БХК,2026-Q2-04-W14,April-2026,1500-02-03-10,"Монтаж перфорированного кабельного лотка шириной от 150мм до
  250мм",БОВ-1-17-А-73,"PLN-17-L1, PLN-17-L2, PLN-17-L3, PLN-17-L4",м / m,"₽3949,61","159,000","₽   627987,99",5 Апреля 2026 г.,24 Апреля 2026 г.,16160-17 ,АСИ-15,Автоматизация,Approved - Утверждено
"MP-May-2026-BOQ ""1500-03-01-01  –  Монтаж контрольного кабеля, не бронированного, надземная
  прокладка, с медными жилами и весом до 1 кг на 1 м.п.""-16160-13 -БОВ-1-13-А-53 • Титул 16160-13 • Автоматизация-АСИ-13",PRJ_001_БХК,2026-Q2-05-W18,May-2026,1500-03-01-01,"Монтаж контрольного кабеля, не бронированного, надземная
  прокладка, с медными жилами и весом до 1 кг на 1 м.п.",БОВ-1-13-А-53,"PLN-13-L1, PLN-13-L2, PLN-13-L3, PLN-13-L4, PLN-13-L5",м / m,,"2333,000",,1 Мая 2026 г.,11 Мая 2026 г.,16160-13 ,АСИ-13,Автоматизация,Draft - Черновик
"MP-May-2026-BOQ ""1500-03-01-01  –  Монтаж контрольного кабеля, не бронированного, надземная
  прокладка, с медными жилами и весом до 1 кг на 1 м.п.""-16160-13 -БОВ-1-13-А-55 • Титул 16160-13 • Автоматизация-АСИ-13",PRJ_001_БХК,2026-Q2-05-W20,May-2026,1500-03-01-01,"Монтаж контрольного кабеля, не бронированного, надземная
  прокладка, с медными жилами и весом до 1 кг на 1 м.п.",БОВ-1-13-А-55,# Вадим # - дай название системе,м / m,,"4705,000",,12 Мая 2026 г.,31 Мая 2026 г.,16160-13 ,АСИ-13,Автоматизация,Draft - Черновик
"MP-May-2026-BOQ ""1500-03-01-01  –  Монтаж контрольного кабеля, не бронированного, надземная
  прокладка, с медными жилами и весом до 1 кг на 1 м.п.""-16160-13 -БОВ-1-13-А-56 • Титул 16160-13 • Автоматизация-АСИ-15",PRJ_001_БХК,2026-Q2-05-W19,May-2026,1500-03-01-01,"Монтаж контрольного кабеля, не бронированного, надземная
  прокладка, с медными жилами и весом до 1 кг на 1 м.п.",БОВ-1-13-А-56,# Вадим # - дай название системе,м / m,,"2315,000",,10 Мая 2026 г.,20 Мая 2026 г.,16160-13 ,АСИ-15,Автоматизация,Draft - Черновик
"MP-May-2026-BOQ ""1500-03-01-01  –  Монтаж контрольного кабеля, не бронированного, надземная
  прокладка, с медными жилами и весом до 1 кг на 1 м.п.""-16160-13 -БОВ-1-13-А-57 • Титул 16160-13 • Автоматизация-АСИ-15",PRJ_001_БХК,2026-Q2-05-W21,May-2026,1500-03-01-01,"Монтаж контрольного кабеля, не бронированного, надземная
  прокладка, с медными жилами и весом до 1 кг на 1 м.п.",БОВ-1-13-А-57,# Вадим # - дай название системе,м / m,,"2007,000",,21 Мая 2026 г.,31 Мая 2026 г.,16160-13 ,АСИ-15,Автоматизация,Draft - Черновик
,PRJ_001_БХК,,May-2026,1800-01-02-01,Монтаж воздухозаборной трубы,БОВ-1-17-В-37,"OE-001, OE-002, OE-003 - Вентиляция,КМ",т / t,"₽116500,00","11,500","₽   1339750,00",,,16160-17 ,,КМ ,Draft - Черновик
,PRJ_001_БХК,,May-2026,1500-03-01-01,"Монтаж контрольного кабеля, не бронированного, надземная
  прокладка, с медными жилами и весом до 1 кг на 1 м.п.",,,м / m,,"4875,000",,,,16160-17 ,,Автоматизация,Draft - Черновик
