Passport_Record_ID,Project,Year_Quarter_Month_Week_ID,Month_Key,BOQ,BOQ_Name,IWP_ID_EXPORT,System_Label,Unit of Measure,Unit_Price,Plan_Qty_Month,Plan_PV_WorkValue_auto,Plan_Work_Start_Date,Plan_Work_Finish_Date,Facility_Building.,crew,Construction_Discipline.,Budget_Status
"MP-February-2026-BOQ ""1470-01-04-01.ТС  –  Трубы из углеродистой стали, до Ду 32, включая все фитинги""-16160-13 -БОВ-1-13-Т-36 • Титул 16160-13 • Теплоснабжение-АСИ-4",PRJ_001_БХК,2026-Q1-02-W05,February-2026,1470-01-04-01.ТС,"Трубы из углеродистой стали, до Ду 32, включая все фитинги",БОВ-1-13-Т-36,"AHU-002, 005, 004",м / m,"₽2776,04",,,1 Февраля 2026 г.,28 Февраля 2026 г.,16160-13 ,АСИ-4,Теплоснабжение,Approved - Утверждено
"MP-February-2026-BOQ ""1470-01-04-02  –  Трубы из углеродистой стали, до Ду 63, включая все фитинги""-16160-13 -БОВ-1-13-Т-36 • Титул 16160-13 • Теплоснабжение-АСИ-4",PRJ_001_БХК,2026-Q1-02-W05,February-2026,1470-01-04-02,"Трубы из углеродистой стали, до Ду 63, включая все фитинги",БОВ-1-13-Т-36,"AHU-002, 005, 004",м / m,"₽5365,00",,,1 Февраля 2026 г.,28 Февраля 2026 г.,16160-13 ,АСИ-4,Теплоснабжение,Approved - Утверждено
MP-February-2026-BOQ 1470-03-02-01.ТС  –  Монтаж ЗРА DN 15 (металл)-16160-13 -БОВ-1-13-Т-36 • Титул 16160-13 • Теплоснабжение-АСИ-4,PRJ_001_БХК,2026-Q1-02-W05,February-2026,1470-03-02-01.ТС,Монтаж ЗРА DN 15 (металл),БОВ-1-13-Т-36,"AHU-002, 005, 004",шт. / pcs,"₽3168,72",,,1 Февраля 2026 г.,28 Февраля 2026 г.,16160-13 ,АСИ-4,Теплоснабжение,Approved - Утверждено
MP-February-2026-BOQ 1470-03-02-04.ТС  –  Монтаж ЗРА DN 32 (металл)-16160-13 -БОВ-1-13-Т-36 • Титул 16160-13 • Теплоснабжение-АСИ-4,PRJ_001_БХК,2026-Q1-02-W05,February-2026,1470-03-02-04.ТС,Монтаж ЗРА DN 32 (металл),БОВ-1-13-Т-36,"AHU-002, 005, 004",шт. / pcs,"₽3600,00",,,1 Февраля 2026 г.,28 Февраля 2026 г.,16160-13 ,АСИ-4,Теплоснабжение,Approved - Утверждено
MP-February-2026-BOQ 1470-03-02-06.ТС  –  Монтаж ЗРА DN 50 (металл)-16160-13 -БОВ-1-13-Т-36 • Титул 16160-13 • Теплоснабжение-АСИ-4,PRJ_001_БХК,2026-Q1-02-W05,February-2026,1470-03-02-06.ТС,Монтаж ЗРА DN 50 (металл),БОВ-1-13-Т-36,"AHU-002, 005, 004",шт. / pcs,"₽4100,32",,,1 Февраля 2026 г.,28 Февраля 2026 г.,16160-13 ,АСИ-4,Теплоснабжение,Approved - Утверждено
MP-February-2026-BOQ 1470-03-02-07  –  Монтаж ЗРА DN 65 (металл)-16160-13 -БОВ-1-13-Т-36 • Титул 16160-13 • Теплоснабжение-АСИ-4,PRJ_001_БХК,2026-Q1-02-W05,February-2026,1470-03-02-07,Монтаж ЗРА DN 65 (металл),БОВ-1-13-Т-36,"AHU-002, 005, 004",шт. / pcs,"₽4350,00",,,1 Февраля 2026 г.,28 Февраля 2026 г.,16160-13 ,АСИ-4,Теплоснабжение,Approved - Утверждено
"MP-March-2026-BOQ ""1470-01-04-02  –  Трубы из углеродистой стали, до Ду 63, включая все фитинги""-16160-13 -БОВ-1-13-Т-36 • Титул 16160-13 • Теплоснабжение-АСИ-4",PRJ_001_БХК,2026-Q1-03-W09,March-2026,1470-01-04-02,"Трубы из углеродистой стали, до Ду 63, включая все фитинги",БОВ-1-13-Т-36,"AHU-002, 005, 004",м / m,"₽5365,00","70,000","₽   375550,00",1 Марта 2026 г.,20 Марта 2026 г.,16160-13 ,АСИ-4,Теплоснабжение,Approved - Утверждено
"MP-March-2026-BOQ ""1470-01-04-03  –  Трубы из углеродистой стали, до Ду 100, включая все фитинги""-16160-13 -БОВ-1-13-Т-35 • Титул 16160-13 • Теплоснабжение-АСИ-4",PRJ_001_БХК,2026-Q1-03-W12,March-2026,1470-01-04-03,"Трубы из углеродистой стали, до Ду 100, включая все фитинги",БОВ-1-13-Т-35,"AHU-003, 001",м / m,"₽8125,00","75,100","₽   610187,50",21 Марта 2026 г.,31 Марта 2026 г.,16160-13 ,АСИ-4,Теплоснабжение,Approved - Утверждено
"MP-February-2026-BOQ ""1470-01-04-01  –  Трубы из углеродистой стали, до Ду 32, включая все фитинги""-16160-13 -БОВ-1-13-O-33 • Титул 16160-13 • Отопление-АСИ-5",PRJ_001_БХК,2026-Q1-02-W06,February-2026,1470-01-04-01,"Трубы из углеродистой стали, до Ду 32, включая все фитинги",БОВ-1-13-O-33,Ветка №5,м / m,"₽2776,04",,,4 Февраля 2026 г.,6 Февраля 2026 г.,16160-13 ,АСИ-5,Отопление ,Approved - Утверждено
MP-February-2026-BOQ 1470-03-02-01  –  Монтаж ЗРА DN 15 (металл)-16160-13 -БОВ-1-13-O-33 • Титул 16160-13 • Отопление-АСИ-5,PRJ_001_БХК,2026-Q1-02-W06,February-2026,1470-03-02-01,Монтаж ЗРА DN 15 (металл),БОВ-1-13-O-33,Ветка №5,шт. / pcs,"₽3168,72",,,4 Февраля 2026 г.,6 Февраля 2026 г.,16160-13 ,АСИ-5,Отопление ,Approved - Утверждено
MP-February-2026-BOQ 2041-02-01-11  –  Воздухоотводчик DN 15 (нержавеющая сталь)-16160-13 -БОВ-1-13-O-33 • Титул 16160-13 • Отопление-АСИ-5,PRJ_001_БХК,2026-Q1-02-W06,February-2026,2041-02-01-11,Воздухоотводчик DN 15 (нержавеющая сталь),БОВ-1-13-O-33,Ветка №5,шт. / pcs,"₽6949,00",,,4 Февраля 2026 г.,6 Февраля 2026 г.,16160-13 ,АСИ-5,Отопление ,Approved - Утверждено
MP-February-2026-BOQ 2041-02-04-10  –  Регистр из стальных водогазопроводных труб диаметром нитки 80 мм-16160-13 -БОВ-1-13-O-33 • Титул 16160-13 • Отопление-АСИ-5,PRJ_001_БХК,2026-Q1-02-W06,February-2026,2041-02-04-10,Регистр из стальных водогазопроводных труб диаметром нитки 80 мм,БОВ-1-13-O-33,Ветка №5,м / m,"₽1771,08",,,4 Февраля 2026 г.,6 Февраля 2026 г.,16160-13 ,АСИ-5,Отопление ,Approved - Утверждено
MP-February-2026-BOQ 2041-02-04-10  –  Регистр из стальных водогазопроводных труб диаметром нитки 80 мм-16160-13 -БОВ-1-13-O-33 • Титул 16160-13 • Отопление-АСИ-5,PRJ_001_БХК,2026-Q1-02-W06,February-2026,2041-02-04-10,Регистр из стальных водогазопроводных труб диаметром нитки 80 мм,БОВ-1-13-O-33,Ветка №5,м / m,"₽1771,08",,,4 Февраля 2026 г.,6 Февраля 2026 г.,16160-13 ,АСИ-5,Отопление ,Approved - Утверждено
MP-February-2026-BOQ 2041-02-04-11  –  Регистр из стальных водогазопроводных труб диаметром нитки 100 мм-16160-13 -БОВ-1-13-O-33 • Титул 16160-13 • Отопление-АСИ-5,PRJ_001_БХК,2026-Q1-02-W06,February-2026,2041-02-04-11,Регистр из стальных водогазопроводных труб диаметром нитки 100 мм,БОВ-1-13-O-33,Ветка №5,м / m,"₽2252,07",,,4 Февраля 2026 г.,6 Февраля 2026 г.,16160-13 ,АСИ-5,Отопление ,Approved - Утверждено
MP-February-2026-BOQ 2041-02-04-12  –  Регистр из стальных водогазопроводных труб диаметром нитки 125 мм-16160-13 -БОВ-1-13-O-33 • Титул 16160-13 • Отопление-АСИ-5,PRJ_001_БХК,2026-Q1-02-W06,February-2026,2041-02-04-12,Регистр из стальных водогазопроводных труб диаметром нитки 125 мм,БОВ-1-13-O-33,Ветка №5,м / m,"₽2539,08",,,4 Февраля 2026 г.,6 Февраля 2026 г.,16160-13 ,АСИ-5,Отопление ,Approved - Утверждено
"MP-February-2026-BOQ ""1470-01-04-01  –  Трубы из углеродистой стали, до Ду 32, включая все фитинги""-16160-13 -БОВ-1-13-O-29 • Титул 16160-13 • Отопление-АСИ-5",PRJ_001_БХК,2026-Q1-02-W06,February-2026,1470-01-04-01,"Трубы из углеродистой стали, до Ду 32, включая все фитинги",БОВ-1-13-O-29,Ветка №1,м / m,"₽2776,04",,,7 Февраля 2026 г.,26 Февраля 2026 г.,16160-13 ,АСИ-5,Отопление ,Approved - Утверждено
MP-February-2026-BOQ 1470-03-02-02  –  Монтаж ЗРА DN 20 (металл)-16160-13 -БОВ-1-13-O-34 • Титул 16160-13 • Отопление-АСИ-5,PRJ_001_БХК,2026-Q1-02-W09,February-2026,1470-03-02-02,Монтаж ЗРА DN 20 (металл),БОВ-1-13-O-34,"WHM-001, 002",шт. / pcs,"₽3395,06",,,27 Февраля 2026 г.,1 Марта 2026 г.,16160-13 ,АСИ-5,Отопление ,Approved - Утверждено
MP-February-2026-BOQ 1470-03-02-04  –  Монтаж ЗРА DN 32 (металл)-16160-13 -БОВ-1-13-O-34 • Титул 16160-13 • Отопление-АСИ-5,PRJ_001_БХК,2026-Q1-02-W09,February-2026,1470-03-02-04,Монтаж ЗРА DN 32 (металл),БОВ-1-13-O-34,"WHM-001, 002",шт. / pcs,"₽3600,00",,,27 Февраля 2026 г.,1 Марта 2026 г.,16160-13 ,АСИ-5,Отопление ,Approved - Утверждено
MP-February-2026-BOQ 1470-03-02-06  –  Монтаж ЗРА DN 50 (металл)-16160-13 -БОВ-1-13-O-34 • Титул 16160-13 • Отопление-АСИ-5,PRJ_001_БХК,2026-Q1-02-W09,February-2026,1470-03-02-06,Монтаж ЗРА DN 50 (металл),БОВ-1-13-O-34,"WHM-001, 002",шт. / pcs,"₽4100,32",,,27 Февраля 2026 г.,1 Марта 2026 г.,16160-13 ,АСИ-5,Отопление ,Approved - Утверждено
"MP-February-2026-BOQ ""2041-02-11-07  –  Индивидуальный тепловой пункт, Ду ввода ТС от 90 до 160 мм""-16160-13 -БОВ-1-13-O-34 • Титул 16160-13 • Отопление-АСИ-5",PRJ_001_БХК,2026-Q1-02-W05,February-2026,2041-02-11-07,"Индивидуальный тепловой пункт, Ду ввода ТС от 90 до 160 мм",БОВ-1-13-O-34,"WHM-001, 002",компл. / package,"₽1167148,00",,,1 Февраля 2026 г.,3 Февраля 2026 г.,16160-13 ,АСИ-5,Отопление ,Approved - Утверждено
MP-February-2026-BOQ 1470-03-02-01  –  Монтаж ЗРА DN 15 (металл)-16160-13 -БОВ-1-13-O-29 • Титул 16160-13 • Отопление-АСИ-5,PRJ_001_БХК,2026-Q1-02-W06,February-2026,1470-03-02-01,Монтаж ЗРА DN 15 (металл),БОВ-1-13-O-29,Ветка №1,шт. / pcs,"₽3168,72",,,7 Февраля 2026 г.,26 Февраля 2026 г.,16160-13 ,АСИ-5,Отопление ,Approved - Утверждено
MP-February-2026-BOQ 2041-02-01-11  –  Воздухоотводчик DN 15 (нержавеющая сталь)-16160-13 -БОВ-1-13-O-29 • Титул 16160-13 • Отопление-АСИ-5,PRJ_001_БХК,2026-Q1-02-W06,February-2026,2041-02-01-11,Воздухоотводчик DN 15 (нержавеющая сталь),БОВ-1-13-O-29,Ветка №1,шт. / pcs,"₽6949,00",,,7 Февраля 2026 г.,26 Февраля 2026 г.,16160-13 ,АСИ-5,Отопление ,Approved - Утверждено
MP-February-2026-BOQ 2041-02-04-01  –  Радиаторы-16160-13 -БОВ-1-13-O-29 • Титул 16160-13 • Отопление-АСИ-5,PRJ_001_БХК,2026-Q1-02-W06,February-2026,2041-02-04-01,Радиаторы,БОВ-1-13-O-29,Ветка №1,шт. / pcs,"₽2471,30",,,7 Февраля 2026 г.,26 Февраля 2026 г.,16160-13 ,АСИ-5,Отопление ,Approved - Утверждено
MP-February-2026-BOQ 2041-02-04-10  –  Регистр из стальных водогазопроводных труб диаметром нитки 80 мм-16160-13 -БОВ-1-13-O-29 • Титул 16160-13 • Отопление-АСИ-5,PRJ_001_БХК,2026-Q1-02-W06,February-2026,2041-02-04-10,Регистр из стальных водогазопроводных труб диаметром нитки 80 мм,БОВ-1-13-O-29,Ветка №1,м / m,"₽1771,08",,,7 Февраля 2026 г.,26 Февраля 2026 г.,16160-13 ,АСИ-5,Отопление ,Approved - Утверждено
MP-February-2026-BOQ 2041-02-04-11  –  Регистр из стальных водогазопроводных труб диаметром нитки 100 мм-16160-13 -БОВ-1-13-O-29 • Титул 16160-13 • Отопление-АСИ-5,PRJ_001_БХК,2026-Q1-02-W06,February-2026,2041-02-04-11,Регистр из стальных водогазопроводных труб диаметром нитки 100 мм,БОВ-1-13-O-29,Ветка №1,м / m,"₽2252,07",,,7 Февраля 2026 г.,26 Февраля 2026 г.,16160-13 ,АСИ-5,Отопление ,Approved - Утверждено
MP-February-2026-BOQ 2041-02-05-05  –  Узлы регулирования - DN 40-16160-13 -БОВ-1-13-O-34 • Титул 16160-13 • Отопление-АСИ-5,PRJ_001_БХК,2026-Q1-02-W09,February-2026,2041-02-05-05,Узлы регулирования - DN 40,БОВ-1-13-O-34,"WHM-001, 002",компл. / package,"₽13874,00",,,27 Февраля 2026 г.,1 Марта 2026 г.,16160-13 ,АСИ-5,Отопление ,Approved - Утверждено
"MP-March-2026-BOQ ""2041-01-15-01  –  Агрегат воздушно-отопительный массой: до 0,1 т""-16160-13 -БОВ-1-13-O-34 • Титул 16160-13 • Отопление-АСИ-5",PRJ_001_БХК,2026-Q1-03-W09,March-2026,2041-01-15-01,"Агрегат воздушно-отопительный массой: до 0,1 т",БОВ-1-13-O-34,"WHM-001, 002",шт. / pcs,"₽16667,00","6,000","₽   100002,00",1 Марта 2026 г.,20 Марта 2026 г.,16160-13 ,АСИ-5,Отопление ,Rejected - Отклонен
"MP-March-2026-BOQ ""2041-01-15-02  –  Агрегат воздушно-отопительный массой: до 0,4 т""-16160-13 -БОВ-1-13-O-34 • Титул 16160-13 • Отопление-АСИ-5",PRJ_001_БХК,2026-Q1-03-W09,March-2026,2041-01-15-02,"Агрегат воздушно-отопительный массой: до 0,4 т",БОВ-1-13-O-34,"WHM-001, 002",шт. / pcs,"₽62511,00","23,000","₽   1437753,00",1 Марта 2026 г.,20 Марта 2026 г.,16160-13 ,АСИ-5,Отопление ,Rejected - Отклонен
MP-March-2026-BOQ 2041-02-05-05  –  Узлы регулирования - DN 40-16160-13 -БОВ-1-13-O-34 • Титул 16160-13 • Отопление-АСИ-5,PRJ_001_БХК,2026-Q1-03-W12,March-2026,2041-02-05-05,Узлы регулирования - DN 40,БОВ-1-13-O-34,"WHM-001, 002",компл. / package,"₽13874,00","2,000","₽   27748,00",20 Марта 2026 г.,31 Марта 2026 г.,16160-13 ,АСИ-5,Отопление ,Approved - Утверждено
MP-February-2026-BOQ 2041-01-26-22  –  Прокладка воздуховодов из листовой и оцинкованной стали класса Н (нормальные) и П (плотные)-16160-17 -БОВ-1-17-В-10 • Титул 16160-17 • Вентиляция-АСИ-6,PRJ_001_БХК,2026-Q1-02-W08,February-2026,2041-01-26-22,Прокладка воздуховодов из листовой и оцинкованной стали класса Н (нормальные) и П (плотные),БОВ-1-17-В-10,EF-002,м2 / m2,"₽6716,56",,,18 Февраля 2026 г.,21 Февраля 2026 г.,16160-17 ,АСИ-6,Вентиляция ,Approved - Утверждено
"MP-February-2026-BOQ ""2041-03-02-02  –  Вентиляторы осевые, канальные массой: до 0,05 т""-16160-17 -БОВ-1-17-В-29 • Титул 16160-17 • Вентиляция-АСИ-6",PRJ_001_БХК,2026-Q1-02-W09,February-2026,2041-03-02-02,"Вентиляторы осевые, канальные массой: до 0,05 т",БОВ-1-17-В-29,EF-001/EF-002/EF-003/EF-004/EF-005/EF-006/EF-007/EF-008/EF-009/EF-010/EF-011/EF-012/EF-013/EF-014/EF-015,шт. / pcs,"₽16960,00",,,24 Февраля 2026 г.,26 Февраля 2026 г.,16160-17 ,АСИ-6,Вентиляция ,Approved - Утверждено
"MP-February-2026-BOQ ""2041-03-02-03  –  Вентиляторы осевые, канальные массой: до 0,1 т""-16160-17 -БОВ-1-17-В-29 • Титул 16160-17 • Вентиляция-АСИ-6",PRJ_001_БХК,2026-Q1-02-W09,February-2026,2041-03-02-03,"Вентиляторы осевые, канальные массой: до 0,1 т",БОВ-1-17-В-29,EF-001/EF-002/EF-003/EF-004/EF-005/EF-006/EF-007/EF-008/EF-009/EF-010/EF-011/EF-012/EF-013/EF-014/EF-015,шт. / pcs,"₽31427,00",,,27 Февраля 2026 г.,1 Марта 2026 г.,16160-17 ,АСИ-6,Вентиляция ,Approved - Утверждено
MP-February-2026-BOQ 2041-01-26-22  –  Прокладка воздуховодов из листовой и оцинкованной стали класса Н (нормальные) и П (плотные)-16160-17 -БОВ-1-17-В-23 • Титул 16160-17 • Вентиляция-АСИ-6,PRJ_001_БХК,2026-Q1-02-W08,February-2026,2041-01-26-22,Прокладка воздуховодов из листовой и оцинкованной стали класса Н (нормальные) и П (плотные),БОВ-1-17-В-23,EF-015,м2 / m2,"₽6716,56",,,22 Февраля 2026 г.,23 Февраля 2026 г.,16160-17 ,АСИ-6,Вентиляция ,Approved - Утверждено
"MP-February-2026-BOQ ""2041-01-27-02  –  Изоляция воздуховодов матами минераловатными из каменной ваты, с односторонним покрытием сеткой из стальной гальванизированной проволоки""-16160-17 -БОВ-1-17-В-23 • Титул 16160-17 • Вентиляция-АСИ-6",PRJ_001_БХК,2026-Q1-02-W08,February-2026,2041-01-27-02,"Изоляция воздуховодов матами минераловатными из каменной ваты, с односторонним покрытием сеткой из стальной гальванизированной проволоки",БОВ-1-17-В-23,EF-015,м3 / m3,"₽29424,79",,,22 Февраля 2026 г.,23 Февраля 2026 г.,16160-17 ,АСИ-6,Вентиляция ,Approved - Утверждено
MP-February-2026-BOQ 2041-01-27-03  –  Огнезащитное покрытие воздуховодов комплексной огнезащитой на основе базальтового рулонного материала с пределом огнестойкости 45 минут-16160-17 -БОВ-1-17-В-23 • Титул 16160-17 • Вентиляция-АСИ-6,PRJ_001_БХК,2026-Q1-02-W08,February-2026,2041-01-27-03,Огнезащитное покрытие воздуховодов комплексной огнезащитой на основе базальтового рулонного материала с пределом огнестойкости 45 минут,БОВ-1-17-В-23,EF-015,м2 / m2,"₽6249,99",,,22 Февраля 2026 г.,23 Февраля 2026 г.,16160-17 ,АСИ-6,Вентиляция ,Approved - Утверждено
"MP-February-2026-BOQ ""2041-03-02-01  –  Вентиляторы осевые, канальные массой: до 0,025 т""-16160-17 -БОВ-1-17-В-29 • Титул 16160-17 • Вентиляция-АСИ-6",PRJ_001_БХК,2026-Q1-02-W08,February-2026,2041-03-02-01,"Вентиляторы осевые, канальные массой: до 0,025 т",БОВ-1-17-В-29,EF-001/EF-002/EF-003/EF-004/EF-005/EF-006/EF-007/EF-008/EF-009/EF-010/EF-011/EF-012/EF-013/EF-014/EF-015,шт. / pcs,"₽9415,01",,,22 Февраля 2026 г.,23 Февраля 2026 г.,16160-17 ,АСИ-6,Вентиляция ,Approved - Утверждено
MP-February-2026-BOQ 2041-01-23-18  –  Заслонки воздушные и клапаны воздушные КВР с ручным приводом: диаметром до 250 мм-16160-17 -БОВ-1-17-В-27 • Титул 16160-17 • Вентиляция-АСИ-6,PRJ_001_БХК,2026-Q1-02-W08,February-2026,2041-01-23-18,Заслонки воздушные и клапаны воздушные КВР с ручным приводом: диаметром до 250 мм,БОВ-1-17-В-27,EF-001/EF-002/EF-003/EF-004/EF-005/EF-006/EF-007/EF-008/EF-009/EF-010/EF-011/EF-012/EF-013/EF-014/EF-015/EF-016/EF-017/EF-018,шт. / pcs,"₽4333,97",,,22 Февраля 2026 г.,23 Февраля 2026 г.,16160-17 ,АСИ-6,Вентиляция ,Approved - Утверждено
MP-February-2026-BOQ 2041-01-26-01  –  Прокладка воздуховодов из листовой оцинкованной стали и алюминия класса Н (нормальные)-16160-17 -БОВ-1-17-В-14 • Титул 16160-17 • Вентиляция-АСИ-6,PRJ_001_БХК,2026-Q1-02-W09,February-2026,2041-01-26-01,Прокладка воздуховодов из листовой оцинкованной стали и алюминия класса Н (нормальные),БОВ-1-17-В-14,EF-006,м2 / m2,"₽7164,00",,,24 Февраля 2026 г.,26 Февраля 2026 г.,16160-17 ,АСИ-6,Вентиляция ,Approved - Утверждено
MP-February-2026-BOQ 2041-01-23-11  –  Клапаны обратные: периметром до 2400 мм-16160-17 -БОВ-1-17-В-27 • Титул 16160-17 • Вентиляция-АСИ-6,PRJ_001_БХК,2026-Q1-02-W09,February-2026,2041-01-23-11,Клапаны обратные: периметром до 2400 мм,БОВ-1-17-В-27,EF-001/EF-002/EF-003/EF-004/EF-005/EF-006/EF-007/EF-008/EF-009/EF-010/EF-011/EF-012/EF-013/EF-014/EF-015/EF-016/EF-017/EF-018,шт. / pcs,"₽19500,00",,,24 Февраля 2026 г.,26 Февраля 2026 г.,16160-17 ,АСИ-6,Вентиляция ,Approved - Утверждено
MP-February-2026-BOQ 2041-01-23-25  –  Заслонки воздушные и клапаны воздушные КВР с ручным приводом: периметром до 2400 мм-16160-17 -БОВ-1-17-В-27 • Титул 16160-17 • Вентиляция-АСИ-6,PRJ_001_БХК,2026-Q1-02-W09,February-2026,2041-01-23-25,Заслонки воздушные и клапаны воздушные КВР с ручным приводом: периметром до 2400 мм,БОВ-1-17-В-27,EF-001/EF-002/EF-003/EF-004/EF-005/EF-006/EF-007/EF-008/EF-009/EF-010/EF-011/EF-012/EF-013/EF-014/EF-015/EF-016/EF-017/EF-018,шт. / pcs,"₽49700,00",,,24 Февраля 2026 г.,26 Февраля 2026 г.,16160-17 ,АСИ-6,Вентиляция ,Approved - Утверждено
MP-February-2026-BOQ 2041-01-26-01  –  Прокладка воздуховодов из листовой оцинкованной стали и алюминия класса Н (нормальные)-16160-17 -БОВ-1-17-В-13 • Титул 16160-17 • Вентиляция-АСИ-6,PRJ_001_БХК,2026-Q1-02-W09,February-2026,2041-01-26-01,Прокладка воздуховодов из листовой оцинкованной стали и алюминия класса Н (нормальные),БОВ-1-17-В-13,EF-005,м2 / m2,"₽7164,00",,,27 Февраля 2026 г.,1 Марта 2026 г.,16160-17 ,АСИ-6,Вентиляция ,Approved - Утверждено
MP-February-2026-BOQ 2041-01-23-25  –  Заслонки воздушные и клапаны воздушные КВР с ручным приводом: периметром до 2400 мм-16160-17 -БОВ-1-17-В-27 • Титул 16160-17 • Вентиляция-АСИ-6,PRJ_001_БХК,2026-Q1-02-W09,February-2026,2041-01-23-25,Заслонки воздушные и клапаны воздушные КВР с ручным приводом: периметром до 2400 мм,БОВ-1-17-В-27,EF-001/EF-002/EF-003/EF-004/EF-005/EF-006/EF-007/EF-008/EF-009/EF-010/EF-011/EF-012/EF-013/EF-014/EF-015/EF-016/EF-017/EF-018,шт. / pcs,"₽49700,00",,,27 Февраля 2026 г.,1 Марта 2026 г.,16160-17 ,АСИ-6,Вентиляция ,Approved - Утверждено
MP-February-2026-BOQ 2041-01-24-05  –  Огнезадерживающие клапаны периметром до 3200 мм-16160-17 -БОВ-1-17-В-27 • Титул 16160-17 • Вентиляция-АСИ-6,PRJ_001_БХК,2026-Q1-02-W09,February-2026,2041-01-24-05,Огнезадерживающие клапаны периметром до 3200 мм,БОВ-1-17-В-27,EF-001/EF-002/EF-003/EF-004/EF-005/EF-006/EF-007/EF-008/EF-009/EF-010/EF-011/EF-012/EF-013/EF-014/EF-015/EF-016/EF-017/EF-018,шт. / pcs,"₽27000,00",,,27 Февраля 2026 г.,1 Марта 2026 г.,16160-17 ,АСИ-6,Вентиляция ,Approved - Утверждено
MP-February-2026-BOQ 2041-01-26-22  –  Прокладка воздуховодов из листовой и оцинкованной стали класса Н (нормальные) и П (плотные)-16160-13 -БОВ-1-13-В-2 • Титул 16160-13 • Вентиляция-АСИ-6,PRJ_001_БХК,2026-Q1-02-W06,February-2026,2041-01-26-22,Прокладка воздуховодов из листовой и оцинкованной стали класса Н (нормальные) и П (плотные),БОВ-1-13-В-2,AHU-002,м2 / m2,"₽6716,56",,,7 Февраля 2026 г.,12 Февраля 2026 г.,16160-13 ,АСИ-6,Вентиляция ,Approved - Утверждено
"MP-February-2026-BOQ ""2041-01-27-02  –  Изоляция воздуховодов матами минераловатными из каменной ваты, с односторонним покрытием сеткой из стальной гальванизированной проволоки""-16160-13 -БОВ-1-13-В-2 • Титул 16160-13 • Вентиляция-АСИ-6",PRJ_001_БХК,2026-Q1-02-W07,February-2026,2041-01-27-02,"Изоляция воздуховодов матами минераловатными из каменной ваты, с односторонним покрытием сеткой из стальной гальванизированной проволоки",БОВ-1-13-В-2,AHU-002,м3 / m3,"₽29424,79",,,13 Февраля 2026 г.,15 Февраля 2026 г.,16160-13 ,АСИ-6,Вентиляция ,Approved - Утверждено
MP-February-2026-BOQ 2041-01-27-03  –  Огнезащитное покрытие воздуховодов комплексной огнезащитой на основе базальтового рулонного материала с пределом огнестойкости 45 минут-16160-13 -БОВ-1-13-В-2 • Титул 16160-13 • Вентиляция-АСИ-6,PRJ_001_БХК,2026-Q1-02-W08,February-2026,2041-01-27-03,Огнезащитное покрытие воздуховодов комплексной огнезащитой на основе базальтового рулонного материала с пределом огнестойкости 45 минут,БОВ-1-13-В-2,AHU-002,м2 / m2,"₽6249,99",,,16 Февраля 2026 г.,17 Февраля 2026 г.,16160-13 ,АСИ-6,Вентиляция ,Approved - Утверждено
MP-February-2026-BOQ 2041-01-23-11  –  Клапаны обратные: периметром до 2400 мм-16160-17 -БОВ-1-17-В-27 • Титул 16160-17 • Вентиляция-АСИ-6,PRJ_001_БХК,2026-Q1-02-W09,February-2026,2041-01-23-11,Клапаны обратные: периметром до 2400 мм,БОВ-1-17-В-27,EF-001/EF-002/EF-003/EF-004/EF-005/EF-006/EF-007/EF-008/EF-009/EF-010/EF-011/EF-012/EF-013/EF-014/EF-015/EF-016/EF-017/EF-018,шт. / pcs,"₽19500,00",,,27 Февраля 2026 г.,28 Февраля 2026 г.,16160-17 ,АСИ-6,Вентиляция ,Approved - Утверждено
MP-February-2026-BOQ 2041-01-26-01  –  Прокладка воздуховодов из листовой оцинкованной стали и алюминия класса Н (нормальные)-16160-17 -БОВ-1-17-В-23 • Титул 16160-17 • Вентиляция-АСИ-6,PRJ_001_БХК,2026-Q1-02-W09,February-2026,2041-01-26-01,Прокладка воздуховодов из листовой оцинкованной стали и алюминия класса Н (нормальные),БОВ-1-17-В-23,EF-015,м2 / m2,"₽7164,00",,,27 Февраля 2026 г.,28 Февраля 2026 г.,16160-17 ,АСИ-6,Вентиляция ,Approved - Утверждено
MP-March-2026-BOQ 2041-01-26-01  –  Прокладка воздуховодов из листовой оцинкованной стали и алюминия класса Н (нормальные)-16160-13 -БОВ-1-13-В-21 • Титул 16160-13 • Вентиляция-АСИ-6,PRJ_001_БХК,2026-Q1-03-W09,March-2026,2041-01-26-01,Прокладка воздуховодов из листовой оцинкованной стали и алюминия класса Н (нормальные),БОВ-1-13-В-21,EF-013,м2 / m2,"₽7164,00","179,450","₽   1285579,80",1 Марта 2026 г.,11 Марта 2026 г.,16160-13 ,АСИ-6,Вентиляция ,Approved - Утверждено
MP-March-2026-BOQ 2041-01-26-22  –  Прокладка воздуховодов из листовой и оцинкованной стали класса Н (нормальные) и П (плотные)-16160-13 -БОВ-1-13-В-9 • Титул 16160-13 • Вентиляция-АСИ-6,PRJ_001_БХК,2026-Q1-03-W11,March-2026,2041-01-26-22,Прокладка воздуховодов из листовой и оцинкованной стали класса Н (нормальные) и П (плотные),БОВ-1-13-В-9,EF-001,м2 / m2,"₽6716,56","51,450","₽   345567,01",12 Марта 2026 г.,21 Марта 2026 г.,16160-13 ,АСИ-6,Вентиляция ,Approved - Утверждено
